,f1,cv
KNN,0.6,0.527
tKNN,0.798,0.787
NSC,0.635,0.628
tNSC,0.788,0.789
MNB,0.828,0.786
tMNB,0.82,0.796
LSVM,0.882,0.837
tLSVM,0.877,0.844
LR,0.882,0.837
tLR,0.905,0.865
