,f1,cv
KNN,0.602,0.541
tKNN,0.873,0.849
NSC,0.698,0.665
tNSC,0.892,0.857
MNB,0.075,0.09
tMNB,0.918,0.868
LSVM,0.747,0.639
tLSVM,0.9,0.84
LR,0.1,0.093
tLR,0.565,0.427
