,f1,cv
KNN,0.585,0.536
tKNN,0.805,0.789
NSC,0.665,0.615
tNSC,0.788,0.786
MNB,0.075,0.09
tMNB,0.835,0.79
LSVM,0.663,0.574
tLSVM,0.845,0.793
LR,0.09,0.092
tLR,0.58,0.456
