,clf,durations
0,D-KNN,0.15063626766204835
1,D-tKNN,76.56476440429688
2,D-NSC,0.09441733360290527
3,D-tNSC,1.5328785181045532
4,LSVM,1.4221287727355958
5,tLSVM,38.44040393829346
6,LR,5.024041795730591
7,tLR,158.52463603019714
