,clf,durations
0,D-KNN,0.08646092414855958
1,D-tKNN,194.82513864040374
2,D-NSC,0.09467918872833252
3,D-tNSC,1.2963335275650025
4,LSVM,0.8930577516555787
5,tLSVM,36.13721857070923
