,clf,durations
0,D-KNN,0.15217111110687256
1,D-tKNN,76.71528811454773
2,D-NSC,0.09980165958404541
3,D-tNSC,1.491028094291687
4,LSVM,1.4513783931732178
5,tLSVM,39.244537711143494
