,f1,cv
KNN,0.597,0.552
tKNN,0.898,0.876
NSC,0.698,0.68
tNSC,0.868,0.83
MNB,0.933,0.889
tMNB,0.928,0.912
LSVM,0.922,0.875
tLSVM,0.92,0.876
LR,0.91,0.857
tLR,0.852,0.778
