,clf,durations
0,D-KNN,0.6265539646148681
1,D-tKNN,64.32176749706268
2,D-NSC,0.20938806533813475
3,D-tNSC,8.862999200820923
4,LSVM,124.01578004360199
5,tLSVM,866.4279501199723
6,LR,58.60465521812439
7,tLR,771.9377845525742
