,f1,cv
KNN,0.643,0.575
tKNN,0.855,0.863
NSC,0.67,0.674
tNSC,0.862,0.86
MNB,0.905,0.878
tMNB,0.908,0.883
LSVM,0.912,0.876
tLSVM,0.908,0.876
LR,0.898,0.858
tLR,0.905,0.843
