,f1,cv
KNN,0.61,0.542
tKNN,0.862,0.892
NSC,0.653,0.663
tNSC,0.835,0.846
MNB,0.923,0.898
tMNB,0.928,0.915
LSVM,0.89,0.887
tLSVM,0.888,0.888
LR,0.87,0.866
tLR,0.82,0.793
