,f1,cv
D-KNN,0.369,0.372
D-tKNN,0.4,0.435
NSC,0.323,0.292
tNSC,0.319,0.293
MNB,0.423,0.453
tMNB,0.419,0.469
LSVM,0.492,0.541
tLSVM,0.55,0.586
LR,0.423,0.449
tLR,0.535,0.549
