,f1,cv
D-KNN,0.4,0.355
D-tKNN,0.423,0.407
NSC,0.373,0.313
tNSC,0.358,0.317
MNB,0.477,0.43
tMNB,0.454,0.441
LSVM,0.542,0.504
tLSVM,0.577,0.538
LR,0.473,0.414
tLR,0.531,0.512
