,clf,durations
0,D-KNN,0.036635088920593264
1,D-tKNN,190.4713013648987
2,D-NSC,0.0884326457977295
3,D-tNSC,0.4197422742843628
4,LSVM,0.42180805206298827
5,tLSVM,15.286907362937928
6,LR,0.6350997447967529
7,tLR,29.837942004203796
