,f1,cv
D-KNN,0.188,0.194
D-tKNN,0.235,0.253
D-NSC,0.5,0.5
D-tNSC,0.5,0.5
LSVM,0.692,0.692
tLSVM,0.773,0.717
LR,0.746,0.703
tLR,0.515,0.478
