,clf,durations
0,KNN,0.04402990341186523
1,tKNN,73.9338215827942
2,NSC,0.101145339012146
3,tNSC,2.255326175689697
4,MNB,0.02412264347076416
5,tMNB,0.4158768177032471
6,LSVM,0.7800487995147705
7,tLSVM,34.458836627006534
8,LR,0.3724937438964844
9,tLR,47.422647666931155
