,clf,durations
0,D-KNN,0.018955373764038087
1,D-tKNN,67.31982579231263
2,NSC,0.01943209171295166
3,tNSC,0.03342733383178711
4,MNB,0.010764837265014648
5,tMNB,0.15887203216552734
6,LSVM,2.9799549341201783
7,tLSVM,85.82868857383728
8,LR,0.10702176094055176
9,tLR,13.899605894088745
