,clf,durations
0,D-KNN,0.036341166496276854
1,D-tKNN,73.25170450210571
2,D-NSC,0.07797760963439941
3,D-tNSC,0.4890720844268799
4,LSVM,0.3805714130401611
5,tLSVM,9.86539011001587
6,LR,0.7861862659454346
7,tLR,25.615042519569396
