,clf,durations
0,D-KNN,0.022380733489990236
1,D-tKNN,181.54912760257722
2,NSC,0.03743464946746826
3,tNSC,0.04982559680938721
4,MNB,0.016572046279907226
5,tMNB,0.3411001920700073
6,LSVM,1.9027733564376832
7,tLSVM,65.4014140367508
8,LR,0.07089376449584961
9,tLR,23.035004901885987
