,clf,durations
0,KNN,0.02949361801147461
1,tKNN,186.0796567440033
2,NSC,0.08640036582946778
3,tNSC,1.347910761833191
4,MNB,0.02645113468170166
5,tMNB,0.5396668672561645
6,LSVM,0.25439479351043703
7,tLSVM,12.180969262123108
8,LR,0.14100894927978516
9,tLR,29.83025391101837
