,f1,cv
KNN,0.246,0.261
tKNN,0.45,0.447
NSC,0.238,0.263
tNSC,0.265,0.318
MNB,0.665,0.636
tMNB,0.688,0.702
LSVM,0.6,0.556
tLSVM,0.55,0.571
LR,0.573,0.559
tLR,0.581,0.547
