,f1,cv
KNN,0.281,0.245
tKNN,0.362,0.398
NSC,0.246,0.233
tNSC,0.269,0.258
MNB,0.554,0.578
tMNB,0.569,0.594
LSVM,0.446,0.486
tLSVM,0.496,0.526
LR,0.492,0.505
tLR,0.473,0.534
