,f1,cv
KNN,0.265,0.23
tKNN,0.423,0.382
NSC,0.269,0.236
tNSC,0.319,0.272
MNB,0.658,0.605
tMNB,0.635,0.619
LSVM,0.512,0.486
tLSVM,0.538,0.538
LR,0.535,0.512
tLR,0.562,0.521
