,f1,cv
KNN,0.269,0.257
tKNN,0.496,0.447
NSC,0.292,0.241
tNSC,0.377,0.29
MNB,0.715,0.656
tMNB,0.727,0.674
LSVM,0.581,0.541
tLSVM,0.581,0.56
LR,0.581,0.549
tLR,0.565,0.558
